SID,Title,ISSN,EISSN,Coverage,Language,Type,Publisher,Code
16780,International Journal of Rehabilitation Research,3425282,14735660,1978-2024,,Journal,Lippincott Williams and Wilkins Ltd.,2742; 3612
19700186883,International Journal of Reliability and Safety,1479389X,14793903,2006-2024,ENG,Journal,Inderscience Enterprises Ltd,2213
12415,"International Journal of Reliability, Quality and Safety Engineering",2185393,17936446,1996-2024,ENG,Journal,World Scientific,2104; 1700; 2202; 2102; 2208; 2209; 2213
21101023123,International Journal of Reliable and Quality E-Healthcare,21609551,2160956X,2019-2024,ENG,Journal,IGI Global Publishing,3605; 3607; 1706; 2718; 2911
21100792751,International Journal of Religion and Spirituality in Society,21548633,21548641,2016-2025,ENG,Journal,Common Ground Research Networks,1212
21100836293,International Journal of Religious Tourism and Pilgrimage,,20097379,2017-2024,ENG,Journal,Technological University Dublin,1409; 1212
22674,International Journal of Remote Sensing,1431161,13665901,1980-2024,,Journal,Taylor and Francis Ltd.,1900
21100905391,International Journal of Renewable Energy Development,22524940,,2012-2024,ENG,Journal,Diponegoro university Indonesia - Center of Biomass and Renewable Energy (CBIORE),2101; 2102; 2105; 2305
21100258747,International Journal of Renewable Energy Research,13090127,,2011-2024,ENG,Journal,International Journal of Renewable Energy Research,2102; 2105
21100466401,International Journal of Reproductive BioMedicine,24764108,24763772,2015-2024; 2011-2013,ENG,Journal,Research and Clinical Centre for Infertility,2729; 2743
100147341,International Journal of Research and Method in Education,1743727X,17437288,2005-2024,ENG,Journal,Taylor and Francis Ltd.,3304
21101257844,International Journal of Research in Industrial Engineering,27831337,27172937,2023-2024,ENG,Journal,Ayandegan Institute of Higher Education,2209; 1804; 1803; 1802
22833,International Journal of Research in Marketing,1678116,,1984-2024,ENG,Journal,Elsevier B.V.,1406
21101049624,International Journal of Research in Undergraduate Mathematics Education,,21989753,2016-2024,ENG,Journal,Springer Science and Business Media B.V.,3304; 2601
21100856796,"International Journal of Research on History Didactics, History Education, and History Culture (JHEC): Yearbook of the International Society for History Didactics (ISHD)",27498573,25671014,2015-2022,,Journal,Wochenschau Verland,3304; 1202
144921,International Journal of Retail and Distribution Management,9590552,,1990-2024,ENG,Journal,Emerald Publishing,1406; 1409
21100859816,International Journal of Retina and Vitreous,,20569920,2015-2024,ENG,Journal,BioMed Central Ltd,2731
17100154706,International Journal of Revenue Management,14747332,17418186,2007-2024,ENG,Journal,Inderscience Enterprises Ltd,1408; 2002; 2003; 1403
18201,International Journal of RF and Microwave Computer-Aided Engineering,10964290,1099047X,1996-2024,ENG,Journal,John Wiley and Sons Inc,1706; 1704; 2208
19700186841,International Journal of RF Technologies: Research and Applications,17545730,17545749,2009-2024,ENG,Journal,IOS Press BV,2208; 1405; 2209; 1404
12400154749,International Journal of Rheumatic Diseases,17561841,1756185X,2008-2024,ENG,Journal,John Wiley and Sons Inc,2745
19700201639,International Journal of Rheumatology,16879260,16879279,2010-2024,ENG,Journal,John Wiley and Sons Ltd,2403; 2745
18161,International Journal of Risk and Safety in Medicine,9246479,18786847,1990-2024,ENG,Journal,IOS Press BV,2719; 2739
4700151732,International Journal of Risk Assessment and Management,14668297,17415241,2005-2023; 2000-2003,ENG,Journal,Inderscience Enterprises Ltd,1803; 1804; 1403
7500153132,International Journal of River Basin Management,15715124,18142060,2003-2024,ENG,Journal,Taylor and Francis Ltd.,2312
25482,International Journal of Robotics and Automation,8268185,19257090,1995-2024,ENG,Journal,Acta Press,1712; 2208; 1702; 2611; 2210; 2207
21101160642,International Journal of Robotics and Control Systems,,27752658,2021-2024,ENG,Journal,Association for Scientific Computing Electronics and Engineering (ASCEE),2208; 2207; 2202; 2210
18050,International Journal of Robotics Research,2783649,17413176,1982-2024,ENG,Journal,SAGE Publications Inc.,2604; 1702; 2208; 2210; 2611; 1712
17987,International Journal of Robust and Nonlinear Control,10498923,10991239,1991-2025,ENG,Journal,John Wiley and Sons Ltd,2208; 2209; 2210; 2202; 2204; 1500; 2207
16352,International Journal of Rock Mechanics and Mining Sciences,13651609,,1996-2025; 1993; 1987-1988; 1984-1985; 1981; 1977-1979; 1973-1974; 1969-1971,ENG,Journal,Elsevier B.V.,1909
4000149611,International Journal of Rotating Machinery,1023621X,15423034,2006-2024; 2004; 1994-2002,ENG,Journal,John Wiley and Sons Ltd,2210; 2209
19700170838,International Journal of Rural Management,9730052,9730680,2005-2024,ENG,Journal,Sage Publications India Pvt. Ltd,2308; 1408; 3305
21100785501,International Journal of Safety and Security Engineering,20419031,2041904X,2011-2024,ENG,Journal,International Information and Engineering Technology Association,2300; 2213
19924,International Journal of Satellite Communications and Networking,15420973,15420981,2003-2024,ENG,Journal,John Wiley and Sons Ltd,2208; 2214
21100870584,International Journal of School and Educational Psychology,21683603,21683611,2013-2024,ENG,Journal,Taylor and Francis Ltd.,3204; 3304
21101169871,International Journal of School Health,23455152,23831219,2019-2024,ENG,Journal,Shiraz University of Medical Sciences,2739
144837,International Journal of Science and Mathematics Education,15710068,,2003-2024,ENG,Journal,Springer Netherlands,3304; 2600
12694,International Journal of Science Education,9500693,14645289,1987-2024,ENG,Journal,Taylor and Francis Ltd.,3304
21100856029,"International Journal of Science Education, Part B: Communication and Public Engagement",21548455,21548463,2011-2024,ENG,Journal,Taylor and Francis Ltd.,3315; 3304
21100258629,"International Journal of Science, Mathematics and Technology Learning",23277971,2327915X,2012-2025,ENG,Journal,Common Ground Research Networks,3100; 2200; 3304
21101044920,International Journal of Secondary Metabolite,,21486905,2019-2024,ENG,Journal,Pamukkale University,1110; 1303; 1304; 1305
16800154719,International Journal of Security and Networks,17478405,17478413,2006-2024,ENG,Journal,Inderscience Enterprises Ltd,2208; 1705; 2213
93220,International Journal of Sediment Research,10016279,,2000-2024; 1991; 1981-1987,ENG,Journal,KeAi Communications Co.,1913; 1907
24842,International Journal of Selection and Assessment,0965075X,14682389,1993-2025,ENG,Journal,Wiley-Blackwell Publishing Ltd,1405; 1408; 3200; 3202; 1400
19900193914,International Journal of Self-Propagating High-Temperature Synthesis,10613862,1934788X,2011-2024; 2007,ENG,Journal,Pleiades Publishing,1508; 2500
21100872796,International Journal of Semantic Computing,1793351X,17937108,2007-2024,ENG,Journal,World Scientific,3310; 1702; 1712; 1710; 1706; 1705
19900192159,International Journal of Sensor Networks,17481279,17481287,2006-2024,ENG,Journal,Inderscience,2208; 1705; 1706; 2207
21100817136,"International Journal of Sensors, Wireless Communications and Control",22103279,22103287,2016-2024,ENG,Journal,Bentham Science Publishers,2208; 2606; 1706; 1705
21101044881,International Journal of Serious Games,,23848766,2019-2024,ENG,Journal,Serious Games Society,2604; 1702; 1704; 1709; 3304; 1712
21100896466,"International Journal of Service Science, Management, Engineering, and Technology",1947959X,19479603,2017-2024; 2014-2015,ENG,Journal,IGI Global Publishing,1000; 2200; 1400; 1700
4000148902,International Journal of Services and Operations Management,17442370,17442389,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,1405; 2209; 1803
3900148221,International Journal of Services and Standards,17408849,17408857,2023-2024; 2004-2020,ENG,Journal,Inderscience Enterprises Ltd,1405
6400153175,International Journal of Services Operations and Informatics,1741539X,17415403,2016-2024; 2006-2013,ENG,Journal,Inderscience Enterprises Ltd,1803; 1706; 1710; 1404
21100385814,"International Journal of Services, Economics and Management",17530822,17530830,2007-2024,ENG,Journal,Inderscience,1408; 1409; 2002
19699,"International Journal of Services, Technology and Management",14606720,1741525X,2000-2024,ENG,Journal,Inderscience Enterprises Ltd,1406; 1408; 1706; 2200
7100153131,International Journal of Sexual Health,19317611,1931762X,2007-2024,ENG,Journal,Routledge,2739; 2708; 2743; 3207; 3318
19700187506,International Journal of Shipping and Transport Logistics,17566517,17566525,2009-2024,ENG,Journal,Inderscience Enterprises Ltd,1405; 1803; 3313; 1403
19500157222,International Journal of Signal and Imaging Systems Engineering,17480698,17480701,2023-2024; 2008-2021,ENG,Journal,Inderscience Enterprises Ltd,2208; 2207
7900153143,International Journal of Simulation and Process Modelling,17402123,17402131,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,2604; 1706; 2611
144698,International Journal of Simulation Modelling,17264529,,2005-2024,ENG,Journal,Vienna University of Technology,1706; 2611
21100824648,International Journal of Sino-Western Studies,17998204,22422471,2016-2024,CHI; ENG,Journal,Nordic Forum of Sino-Western Studies,1212; 1202; 3316
4500151510,International Journal of Six Sigma and Competitive Advantage,14792494,14792753,2019-2024; 2004-2017,ENG,Journal,Inderscience Enterprises Ltd,2209; 1408
19700201682,International Journal of Smart and Nano Materials,19475411,1947542X,2010-2024,ENG,Journal,Taylor and Francis Ltd.,2211; 2500; 2205
21101163252,International Journal of Social Determinants of Health and Health Services,27551938,27551946,2023-2025,ENG,Journal,SAGE Publications Inc.,2719; 3306
21100207622,International Journal of Social Ecology and Sustainable Development,19478402,19478410,2010-2024,ENG,Journal,IGI Global Publishing,2308; 3303; 2303; 2305
23717,International Journal of Social Economics,3068293,,1974-2024,,Journal,Emerald Group Publishing Ltd.,2002; 3300
16186,International Journal of Social Psychiatry,207640,17412854,1955-2024,ENG,Journal,SAGE Publications Ltd,2738
19700175790,International Journal of Social Psychology,2134748,15793680,1986-2023,SPA,Journal,SAGE Publications Ltd,3207
21101072517,International Journal of Social Quality (United States),17570344,17570352,2021-2023; 2019,ENG,Journal,Berghahn Journals,3305; 3306; 3312
27204,International Journal of Social Research Methodology: Theory and Practice,13645579,14645300,1998-2024,ENG,Journal,Taylor and Francis Ltd.,3300
19500157063,International Journal of Social Robotics,18754791,18754805,2009-2024,ENG,Journal,Springer Verlag,2208; 1709; 1211; 3207; 1700; 2207
29831,International Journal of Social Welfare,13696866,14682397,1996-2025,ENG,Journal,Wiley-Blackwell Publishing Ltd,3312
21100903821,"International Journal of Society, Culture and Language",,23292210,2019-2024,ENG,Journal,Lulu Press Inc,3314; 3318; 3304; 3310
21100972446,International Journal of Sociology,,15579336,2019-2024,ENG,Journal,Taylor and Francis Ltd.,3300
15498,International Journal of Sociology and Social Policy,0144333X,17586720,1981-2024,ENG,Journal,Emerald Group Publishing Ltd.,2000; 3312
21101039081,International Journal of Sociology of Agriculture and Food,7981759,25241982,2019-2024,ENG,Journal,Michigan State University Press,3312; 3316; 1106
21100899301,International Journal of Sociology of Education,,20143575,2018-2024,ENG,Journal,Hipatia Editorial,3301; 3304
21100207616,International Journal of Sociotechnology and Knowledge Development,19416253,19416261,2009-2024,ENG,Journal,IGI Global Publishing,1802; 1706
19270,International Journal of Software Engineering and Knowledge Engineering,2181940,17936403,1996-2024,ENG,Journal,World Scientific Publishing Co. Pte Ltd,1705; 1704; 1702; 1712
21100823281,International Journal of Software Innovation,21667160,21667179,2017-2024,ENG,Journal,IGI Global Publishing,1702; 1704; 1705; 1706; 1712
14398,International Journal of Solids and Structures,207683,,1965-2025,ENG,Journal,Elsevier Ltd,2210; 3104; 2611; 2211; 2500; 2604
21101096145,International Journal of Spa and Wellness,,24721743,2018-2024,ENG,Journal,Routledge,1409
21100932833,International Journal of Space Science and Engineering,20488459,20488467,2023-2024; 2019-2021,ENG,Journal,Inderscience Enterprises Ltd,1912; 1706; 2202; 2207
78854,International Journal of Space Structures,9560599,20598033,1993-2024; 1985,ENG,Journal,SAGE Publications Inc.,2215; 2216; 2205; 1206
33328,International Journal of Special Education,8273383,19177844,2001-2024; 1995,ENG,Journal,SPED Ltd,2742; 3304
26802,International Journal of Speech Technology,13812416,15728110,1997-2024; 1995,ENG,Journal,Springer Netherlands,1707; 3310; 1709; 1203; 1712
56921,"International Journal of Speech, Language and the Law",17488885,17488893,1999-2024,ENG,Journal,Equinox Publishing Ltd,3310; 3308
14000155897,International Journal of Speech-Language Pathology,17549507,17549515,2008-2024; 1999-2006,ENG,Journal,Informa Healthcare,3616; 2912; 1203; 2733; 2922
7000153218,International Journal of Speleology,3926672,1827806X,2007-2024,ENG,Journal,Societa Speleologica Italiana,1904; 1907
21100220426,International Journal of Spine Surgery,22114599,,2012-2024,ENG,Journal,Elsevier USA,2732; 2746
15600154711,International Journal of Sport and Exercise Psychology,1612197X,1557251X,2008-2024,ENG,Journal,Taylor and Francis Ltd.,3202; 3207
21101102055,International Journal of Sport and Society,21527857,21527865,2019-2025,ENG,Journal,Common Ground Research Networks,3601; 3304; 3301; 3201; 2748; 2701
21100873594,International Journal of Sport Communication,19363915,19363907,2018-2024,ENG,Journal,Human Kinetics Publishers Inc.,1409; 3315; 1403
19300156920,International Journal of Sport Finance,15586235,1930076X,2008-2024,ENG,Journal,Fitness Information Technology,1406; 2003; 1403
4700153009,International Journal of Sport Management and Marketing,14758962,17402808,2005-2024,ENG,Journal,Inderscience Enterprises Ltd,1406; 1803; 1408; 1403
40900,International Journal of Sport Nutrition and Exercise Metabolism,1526484X,15432742,2000-2024; 1996-1998,ENG,Journal,Human Kinetics Publishers Inc.,2916; 2732; 2701
19700201530,International Journal of Sport Policy and Politics,19406940,19406959,2010-2024,ENG,Journal,Taylor and Francis Ltd.,1409; 3301
19846,International Journal of Sport Psychology,470767,,2023; 1996-2021; 1973-1974,ENG,Journal,Edizioni Luigi Pozzi S.r.l.,3202
19200157038,International Journal of Sports Marketing and Sponsorship,14646668,,2007-2024,ENG,Journal,Emerald Group Publishing Ltd.,1406; 2003; 1403
19864,International Journal of Sports Medicine,1724622,14393964,1980-2024,ENG,Journal,Georg Thieme Verlag,3612; 2732
21101063700,International Journal of Sports Physical Therapy,,21592896,2019-2024,ENG,Journal,North American Sports Medicine Institute,2742; 2732; 3612
14000156196,International Journal of Sports Physiology and Performance,15550265,15550273,2006-2024,ENG,Journal,Human Kinetics Publishers Inc.,2732; 3612
19700180783,International Journal of Sports Science and Coaching,17479541,,2010-2024,ENG,Journal,SAGE Publications Inc.,3301
19800188068,International Journal of Spray and Combustion Dynamics,17568277,17568285,2011-2024,ENG,Journal,SAGE Publications Inc.,3100; 2102; 2203
21100832514,International Journal of Standardization Research,24708542,24708550,2023; 2015-2021,ENG,Journal,IGI Global Publishing,1405; 1706
21101041818,International Journal of Statistics in Medical Research,,19296029,2019-2024,ENG,Journal,Lifescience Global,3605; 2718; 3601; 2613
22384,International Journal of STD and AIDS,9564624,17581052,1990-2024,ENG,Journal,SAGE Publications Ltd,2736; 2739; 2725; 2708
19900195021,International Journal of Steel Structures,15982351,20936311,2009-2024,ENG,Journal,Korean Society of Steel Construction,2205
19900193503,International Journal of Stem Cells,20053606,20055447,2008-2024,ENG,Journal,Korean Society for Stem Cell Research,1307; 1309
21100873488,International Journal of STEM Education,,21967822,2014-2024,ENG,Journal,SpringerOpen,3304
21101027443,International Journal of Strategic Change Management,17402859,17402867,2021-2022; 2018,ENG,Journal,Inderscience Enterprises Ltd,1408
19700187619,International Journal of Strategic Communication,1553118X,15531198,2009-2024,ENG,Journal,Routledge,3312; 3315
145664,International Journal of Strategic Property Management,1648715X,16489179,2004-2024,ENG,Journal,Vilnius Gediminas Technical University,1408
14761,International Journal of Stress Management,10725245,15733424,1994-2024,ENG,Journal,American Psychological Association,3304; 2700; 1400; 3200; 3202
4200151402,International Journal of Stroke,17474930,17474949,2006-2024,ENG,Journal,SAGE Publications Ltd,2728; 2808
20500195209,International Journal of Structural Engineering,17587328,17587336,2009-2024,ENG,Journal,Inderscience Enterprises Ltd,2205
19700201604,International Journal of Structural Integrity,17579864,17579872,2010-2024,ENG,Journal,Emerald Group Publishing Ltd.,2210; 2211; 2205
98456,International Journal of Structural Stability and Dynamics,2194554,17936764,2004-2024,ENG,Journal,World Scientific,2604; 2215; 2212; 2202; 2205; 2210
21100894851,International Journal of Supply and Operations Management,23831359,23832525,2018-2024,ENG,Journal,Kharazmi University,1802; 1803; 3313; 2205; 1404
21100896683,International Journal of Surface Engineering and Interdisciplinary Materials Science,21667225,21667233,2018-2024,ENG,Journal,IGI Global Publishing,2508; 2502
12400154712,International Journal of Surface Science and Engineering,1749785X,17497868,2007-2024,ENG,Journal,Inderscience Enterprises Ltd,2508; 3110; 2210
130156,International Journal of Surgery,17439191,17439159,2004-2024,ENG,Journal,Wolters Kluwer Health Inc,2746
19700177401,International Journal of Surgery Case Reports,22102612,,2010-2025,ENG,Journal,Elsevier Ltd,2746
21100446421,International Journal of Surgery Open,,24058572,2015-2024,ENG,Journal,Lippincott Williams and Wilkins,2746
21100810718,International Journal of Surgery Protocols,,24683574,2023-2024; 2016-2021,ENG,Journal,Wolters Kluwer Health,2746
21100215177,International Journal of Surgical Oncology,20901402,20901410,2012-2024,ENG,Journal,John Wiley and Sons Ltd,2746; 2730
21625,International Journal of Surgical Pathology,10668969,19402465,1993-2024,ENG,Journal,SAGE Publications Inc.,2702; 2746; 2734
21100258751,"International Journal of Sustainability in Economic, Social, and Cultural Context",23251115,2325114X,2013-2024,ENG,Journal,Common Ground Research Networks,2301; 3312; 3305
144819,International Journal of Sustainability in Higher Education,14676370,,2000-2024,ENG,Journal,Emerald Group Publishing Ltd.,3304; 3307
21100274247,International Journal of Sustainability Policy and Practice,23251166,23251182,2013-2025,ENG,Journal,Common Ground Research Networks,3312; 3305; 2308; 2105
21100872764,International Journal of Sustainable Agricultural Management and Informatics,20545819,20545827,2015-2024,ENG,Journal,Inderscience Enterprises Ltd,2002; 1100; 1401
21101157914,International Journal of Sustainable Aviation,20500467,20500475,2023-2024,ENG,Journal,Inderscience Publishers,2210; 2203; 2305
21100329537,International Journal of Sustainable Building Technology and Urban Development,2093761X,20937628,2010-2024,ENG,Journal,Sustainable Building Research Center,2215
21100900062,International Journal of Sustainable Construction Engineering and Technology,21803242,26007959,2018-2024,ENG,Journal,Penerbit UTHM,2215; 2205; 2305
23275,International Journal of Sustainable Development,9601406,17415268,1998-2024,ENG,Journal,Inderscience Enterprises Ltd,2308; 3305
5200153101,International Journal of Sustainable Development and Planning,17437601,1743761X,2006-2024,ENG,Journal,International Information and Engineering Technology Association,2308; 2105; 3305
23292,International Journal of Sustainable Development and World Ecology,13504509,17452627,1994-2024,ENG,Journal,Taylor and Francis Ltd.,3305; 2308
21100836593,International Journal of Sustainable Economy,17565804,17565812,2017-2024,ENG,Journal,Inderscience Enterprises Ltd,1405; 2002; 2003; 3303; 1403
145556,International Journal of Sustainable Energy,14786451,1478646X,2005-2025; 2003,ENG,Journal,Taylor and Francis Ltd.,1507; 1508; 2100; 2103; 2105
21100784443,International Journal of Sustainable Energy Planning and Management,,22462929,2014-2024,ENG,Journal,Aalborg University press,2102; 2105; 3305
19700181207,International Journal of Sustainable Engineering,19397038,19397046,2008-2024,ENG,Journal,Taylor and Francis Ltd.,2200
21100199124,International Journal of Sustainable Manufacturing,17427223,17427231,2020-2022; 2018; 2008-2015,ENG,Journal,Inderscience,1801; 1405; 2209; 3301
20500195092,International Journal of Sustainable Society,17562538,17562546,2008-2024,ENG,Journal,Inderscience Enterprises Ltd,2308; 3312; 2301; 3305
19400158456,International Journal of Sustainable Transportation,15568318,15568334,2007-2024,ENG,Journal,Taylor and Francis Ltd.,3313; 2203; 2105; 3305; 2205; 2305
21100864387,International Journal of Swarm Intelligence Research,19479263,19479271,2016-2024,ENG,Journal,IGI Global Publishing,1702; 1703; 1706
19700177002,International Journal of System Assurance Engineering and Management,9756809,9764348,2010-2024,ENG,Journal,Springer,1408; 2213
19500157056,International Journal of System of Systems Engineering,17480671,1748068X,2008-2024,ENG,Journal,Inderscience Enterprises Ltd,1708; 1710
19761,International Journal of Systematic and Evolutionary Microbiology,14665026,14665034,2000-2024,ENG,Journal,Microbiology Society,2404; 1105
21100853929,International Journal of Systematic Innovation,20777973,20778767,2010-2024,ENG,Journal,The Society of Systematic Innovation,2208; 1702; 1405; 2209; 1706; 2210; 1000; 2200
16300154790,International Journal of Systematic Theology,14631652,14682400,1999-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,1212
21101133341,International Journal of Systemic Therapy,2692398X,26923998,2021-2024,ENG,Journal,Routledge,3203; 2738
12419,International Journal of Systems Science,207721,14645319,1970-2024,ENG,Journal,Taylor and Francis Ltd.,2207; 1706; 2614
21100886529,International Journal of Systems Science: Operations and Logistics,23302674,23302682,2014-2024,ENG,Journal,Taylor and Francis Ltd.,1802; 1803; 1710; 1404
21100202715,"International Journal of Systems, Control and Communications",17559340,17559359,2008-2024,ENG,Journal,Inderscience,2207
21101076306,International Journal of Taiwan Studies,24688797,24688800,2018-2024,ENG,Journal,Brill Academic Publishers,3320; 3312; 3314; 1213; 1202; 3316
18700156730,International Journal of Technoentrepreneurship,17465370,17465389,2022-2024; 2020; 2015-2017; 2011; 2007-2009,ENG,Journal,Inderscience Enterprises Ltd,1405; 1408; 2002; 1403
21100206221,International Journal of Technoethics,19473451,1947346X,2010-2024,ENG,Journal,IGI Global Publishing,3301; 2201
20000195008,"International Journal of Technological Learning, Innovation and Development",17531942,17531950,2007-2024,ENG,Journal,Inderscience Enterprises Ltd,1405; 1706; 3304
21100258621,International Journal of Technologies in Learning,23270144,23272686,2013-2025,ENG,Journal,Common Ground Research Networks,1706; 3304
21100235612,International Journal of Technology,20869614,20872100,2010-2024,ENG,Journal,"Faculty of Engineering, Universitas Indonesia",1000; 1408; 1405; 2200
21389,International Journal of Technology and Design Education,9577572,15731804,1990-2024,ENG,Journal,Springer Netherlands,2200; 3304
4000151820,International Journal of Technology and Globalisation,14765667,17418194,2024; 2020; 2017; 2004-2015,ENG,Journal,Inderscience Enterprises Ltd,2308; 3320; 2002
11900154401,International Journal of Technology and Human Interaction,15483908,15483916,2005-2024,ENG,Journal,IGI Publishing,1709; 1710
27211,International Journal of Technology Assessment in Health Care,2664623,14716348,1985-2024; 1978; 1970,ENG,Journal,Cambridge University Press,2719
21100220379,International Journal of Technology Enhanced Learning,17535255,17535263,2008-2024,ENG,Journal,Inderscience,1706; 3304
6200180167,International Journal of Technology Intelligence and Planning,17402832,17402840,2024; 2004-2022,ENG,Journal,Inderscience Enterprises Ltd,1405; 1802; 1404
12763,International Journal of Technology Management,2675730,17415276,1996-2024; 1986-1989,ENG,Journal,Inderscience Enterprises Ltd,3308; 1408; 1706; 2200; 1410
21100246540,International Journal of Technology Management and Sustainable Development,14742748,20400551,2013-2024,ENG,Journal,Intellect Ltd.,1405; 2308; 3305
21100836592,International Journal of Technology Marketing,1741878X,17418798,2005-2024,ENG,Journal,Inderscience,1406; 1706
19900189254,"International Journal of Technology, Knowledge and Society",18323669,28350391,2016-2025; 2008-2014,ENG,Journal,Common Ground Research Networks,2201; 1706; 3309; 3301; 3304
12764,"International Journal of Technology, Policy and Management",14684322,17415292,2001-2024,ENG,Journal,Inderscience Enterprises Ltd,2200; 1400
19700174917,International Journal of Telemedicine and Applications,16876415,16876423,2008-2024,ENG,Journal,John Wiley and Sons Ltd,2718; 1705; 2701; 3605
21100916532,International Journal of Telerehabilitation,,19452020,2019-2024,ENG,Journal,"University Library System, University of Pittsburgh",3605; 2718; 1706; 2742
21101234305,International Journal of TESOL Studies,26326779,26336898,2022-2025,CHI; ENG,Journal,"International Tesol Union Co., Ltd",3310; 3304; 1208; 1203
19700169951,International Journal of Testing,15305058,15327574,2010-2024,ENG,Journal,Routledge,2611; 3304; 3207
21100869515,International Journal of the Analytic Hierarchy Process,,19366744,2018-2024,ENG,Journal,Creative Decisions Foundation,1800
21100818743,International Journal of the Cardiovascular Academy,,2405819X,2020-2024; 2015-2016,ENG,Journal,Galenos Publishing House,2705
12100155628,International Journal of the Classical Tradition,10730508,18746292,2009-2024; 2004; 1999; 1994-1995,ENG,Journal,Transaction Periodicals Consortium,1200; 3316; 1205
20000195019,International Journal of the Commons,,18750281,2011-2024,ENG,Journal,Ubiquity Press,3312
23718,International Journal of the Economics of Business,13571516,14661829,1994-2024,ENG,Journal,Routledge,2002; 1401
15341,International Journal of the History of Sport,9523367,17439035,2010-2024; 2000-2002; 1984-1995,ENG,Journal,Routledge,3301; 1202
19900193861,International Journal of the Inclusive Museum,18352014,18352022,2008-2025,ENG,Journal,Common Ground Research Networks,1206; 1209
19700172902,International Journal of the Legal Profession,9695958,14699257,1994-2024,ENG,Journal,Routledge,3308; 1408
14457,International Journal of the Society of Materials Engineering for Resources,13479725,18846629,2024; 2022; 2020; 2018; 2016; 2009-2014; 1993-2007,ENG; JPN,Journal,Society of Materials Engineering for Resources of Japan,2500; 2210; 1500
22311,International Journal of the Sociology of Language,1652516,16133668,1974-2024,ENG,Journal,De Gruyter Mouton,3310; 1203
17334,International Journal of Theoretical and Applied Finance,2190249,17936322,2003-2024,ENG,Journal,World Scientific Publishing Co. Pte Ltd,2003; 2000
28078,International Journal of Theoretical Physics,207748,15729575,1968-2024,ENG,Journal,Springer New York,3101; 2600
19700175832,"International Journal of Therapeutic Massage and Bodywork: Research, Education, and Practice",1916257X,,2012-2024; 2008-2010,,Journal,Multimed Inc.,3601
21100219304,International Journal of Therapy and Rehabilitation,17411645,1759779X,1996-2024,ENG,Journal,Mark Allen Publishing Ltd.,2742; 3612
13761,International Journal of Thermal Sciences,12900729,,1999-2025; 1987; 1973-1978,ENG; FRE,Journal,Elsevier Masson s.r.l.,3104; 2200
39299,International Journal of Thermodynamics,13019724,21461511,2000-2024,,Journal,International Journal of Thermodynamics,2200; 3104
21101021537,International Journal of Thermofluids,,26662027,2020-2025,ENG,Journal,Elsevier B.V.,2210; 1507; 3104
13762,International Journal of Thermophysics,0195928X,15729567,1980-2025,ENG,Journal,Springer,1507; 1501; 3104; 3105; 1606
21100900149,International Journal of Thin Film Science and Technology,20909519,20909527,2018-2025,ENG,Journal,Natural Sciences Publishing,2508; 3110; 2211
21100798106,International Journal of Tourism Anthropology,17590442,17590450,2016-2024,ENG,Journal,Inderscience,1409; 3314
21100844181,International Journal of Tourism Cities,20565607,20565615,2015-2024,ENG,Journal,Emerald Group Publishing Ltd.,2308; 1409; 3305
19700173309,International Journal of Tourism Policy,17504090,17504104,2007-2024,ENG,Journal,Inderscience Enterprises Ltd,1409
12300154722,International Journal of Tourism Research,10992340,15221970,2008-2024,ENG,Journal,John Wiley and Sons Ltd,2309; 1409; 3313; 3305
25111,International Journal of Toxicology,10915818,1092874X,1982-2024,ENG,Journal,SAGE Publications Inc.,3005
21100396322,International Journal of Trade and Global Markets,17427541,1742755X,2014-2024,ENG,Journal,Inderscience,2000; 1403
13000154734,International Journal of Training and Development,13603736,14682419,1997-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,1407; 3304
21100223321,International Journal of Training Research,14480220,,2012-2024,ENG,Journal,Taylor and Francis Ltd.,3304
21101021641,International Journal of Transgender Health,26895269,26895277,2020-2024,ENG,Journal,Routledge,2719; 2701; 3306; 3318
17600155423,International Journal of Transitional Justice,17527716,17527724,2011-2024,ENG,Journal,Oxford University Press,3308
21100200606,International Journal of Transpersonal Studies,13210122,19423241,2011-2023,ENG,Journal,International Transpersonal Association,3202; 1211; 1212
21100922651,International Journal of Transport Development and Integration,20588305,20588313,2017-2024,ENG,Journal,International Information and Engineering Technology Association,2205; 2203; 3313
31912,International Journal of Transport Economics,3035247,17242185,1989-2023; 1987; 1979-1981,ENG,Journal,Fabrizio Serra Editore Srl,3313; 3305
21100934655,International Journal of Transportation Science and Technology,20460430,20460449,2012-2024,ENG,Journal,KeAi Communications Co.,2308; 2203; 2205; 3313
21100202511,International Journal of Trichology,9747753,9749241,2009-2023,ENG,Journal,Wolters Kluwer Medknow Publications,2708
1100147101,International Journal of Tropical Insect Science,17427584,17427592,2004-2024; 1998; 1992; 1986; 1981,ENG,Journal,Springer Nature,1105; 1109
21100199827,International Journal of Tryptophan Research,11786469,,2008-2024,ENG,Journal,Libertas Academica Ltd.,1312; 1303
18502,International Journal of Tuberculosis and Lung Disease,10273719,18157920,1997-2024,ENG,Journal,International Union Against Tuberculosis and Lung Disease ,2740; 2725
29142,International Journal of Turbo and Jet Engines,3340082,21910332,1985-2024,ENG,Journal,Walter de Gruyter GmbH,2202
